D:\Udacity Class\Self Driving Engineer\Behavioral-Cloning-Project04\Trainning_Images\IMG\center_2019_02_17_16_58_38_627.jpg,D:\Udacity Class\Self Driving Engineer\Behavioral-Cloning-Project04\Trainning_Images\IMG\left_2019_02_17_16_58_38_627.jpg,D:\Udacity Class\Self Driving Engineer\Behavioral-Cloning-Project04\Trainning_Images\IMG\right_2019_02_17_16_58_38_627.jpg,0,0,0,2.294634E-07
D:\Udacity Class\Self Driving Engineer\Behavioral-Cloning-Project04\Trainning_Images\IMG\center_2019_02_17_16_58_38_694.jpg,D:\Udacity Class\Self Driving Engineer\Behavioral-Cloning-Project04\Trainning_Images\IMG\left_2019_02_17_16_58_38_694.jpg,D:\Udacity Class\Self Driving Engineer\Behavioral-Cloning-Project04\Trainning_Images\IMG\right_2019_02_17_16_58_38_694.jpg,0,0,0,1.078084E-05
D:\Udacity Class\Self Driving Engineer\Behavioral-Cloning-Project04\Trainning_Images\IMG\center_2019_02_17_16_58_38_766.jpg,D:\Udacity Class\Self Driving Engineer\Behavioral-Cloning-Project04\Trainning_Images\IMG\left_2019_02_17_16_58_38_766.jpg,D:\Udacity Class\Self Driving Engineer\Behavioral-Cloning-Project04\Trainning_Images\IMG\right_2019_02_17_16_58_38_766.jpg,0,0,0,8.616101E-06
D:\Udacity Class\Self Driving Engineer\Behavioral-Cloning-Project04\Trainning_Images\IMG\center_2019_02_17_16_58_38_834.jpg,D:\Udacity Class\Self Driving Engineer\Behavioral-Cloning-Project04\Trainning_Images\IMG\left_2019_02_17_16_58_38_834.jpg,D:\Udacity Class\Self Driving Engineer\Behavioral-Cloning-Project04\Trainning_Images\IMG\right_2019_02_17_16_58_38_834.jpg,0,0,0,3.442298E-06
D:\Udacity Class\Self Driving Engineer\Behavioral-Cloning-Project04\Trainning_Images\IMG\center_2019_02_17_16_58_38_904.jpg,D:\Udacity Class\Self Driving Engineer\Behavioral-Cloning-Project04\Trainning_Images\IMG\left_2019_02_17_16_58_38_904.jpg,D:\Udacity Class\Self Driving Engineer\Behavioral-Cloning-Project04\Trainning_Images\IMG\right_2019_02_17_16_58_38_904.jpg,0,0,0,2.49192E-06
D:\Udacity Class\Self Driving Engineer\Behavioral-Cloning-Project04\Trainning_Images\IMG\center_2019_02_17_16_58_38_975.jpg,D:\Udacity Class\Self Driving Engineer\Behavioral-Cloning-Project04\Trainning_Images\IMG\left_2019_02_17_16_58_38_975.jpg,D:\Udacity Class\Self Driving Engineer\Behavioral-Cloning-Project04\Trainning_Images\IMG\right_2019_02_17_16_58_38_975.jpg,0,0,0,2.711444E-06
D:\Udacity Class\Self Driving Engineer\Behavioral-Cloning-Project04\Trainning_Images\IMG\center_2019_02_17_16_58_39_043.jpg,D:\Udacity Class\Self Driving Engineer\Behavioral-Cloning-Project04\Trainning_Images\IMG\left_2019_02_17_16_58_39_043.jpg,D:\Udacity Class\Self Driving Engineer\Behavioral-Cloning-Project04\Trainning_Images\IMG\right_2019_02_17_16_58_39_043.jpg,0,0,0,4.529787E-06
D:\Udacity Class\Self Driving Engineer\Behavioral-Cloning-Project04\Trainning_Images\IMG\center_2019_02_17_16_58_39_113.jpg,D:\Udacity Class\Self Driving Engineer\Behavioral-Cloning-Project04\Trainning_Images\IMG\left_2019_02_17_16_58_39_113.jpg,D:\Udacity Class\Self Driving Engineer\Behavioral-Cloning-Project04\Trainning_Images\IMG\right_2019_02_17_16_58_39_113.jpg,0,0,0,2.434699E-05
D:\Udacity Class\Self Driving Engineer\Behavioral-Cloning-Project04\Trainning_Images\IMG\center_2019_02_17_16_58_39_183.jpg,D:\Udacity Class\Self Driving Engineer\Behavioral-Cloning-Project04\Trainning_Images\IMG\left_2019_02_17_16_58_39_183.jpg,D:\Udacity Class\Self Driving Engineer\Behavioral-Cloning-Project04\Trainning_Images\IMG\right_2019_02_17_16_58_39_183.jpg,0,0,0,4.197747E-06
D:\Udacity Class\Self Driving Engineer\Behavioral-Cloning-Project04\Trainning_Images\IMG\center_2019_02_17_16_58_39_253.jpg,D:\Udacity Class\Self Driving Engineer\Behavioral-Cloning-Project04\Trainning_Images\IMG\left_2019_02_17_16_58_39_253.jpg,D:\Udacity Class\Self Driving Engineer\Behavioral-Cloning-Project04\Trainning_Images\IMG\right_2019_02_17_16_58_39_253.jpg,0,0,0,1.064533E-05
